group_id,village_number,district
11029,204,stora_barriarrevet
11011,204,stora_barriarrevet
32013,507,sahara
22116,526,sahara
22455,526,sahara
82360372,347,ostersjon
23309,347,ostersjon
23303,347,ostersjon
11039,333,ostersjon
16046,333,ostersjon
11051,333,ostersjon
11041,333,ostersjon
80860118,339,ostersjon
21023,339,ostersjon
11002,335,ostersjon
21011,336,ostersjon
21010,336,ostersjon
35222,350,ostersjon
35306,350,ostersjon
11014,345,ostersjon
11012,345,ostersjon
5012,133,amazonas
60032711,133,amazonas
32032,301,ostersjon
31005,301,ostersjon
82460390,305,ostersjon
82461388,305,ostersjon
32064,207,stora_barriarrevet
32066,207,stora_barriarrevet
21021,435,himalaya
61034407,435,himalaya
61034418,435,himalaya
62034409,435,himalaya
62034277,435,himalaya
1102,124,amazonas
35331,245,stora_barriarrevet
35328,245,stora_barriarrevet
15921,245,stora_barriarrevet
16104,348,ostersjon
22107,348,ostersjon
1408,126,amazonas
15996,126,amazonas
33440,118,amazonas
33129,118,amazonas
33124,118,amazonas
82160243,343,ostersjon
33525,343,ostersjon
61034803,343,ostersjon
61035706,537,sahara
61032504,537,sahara
61032604,537,sahara
61032502,537,sahara
50000072,540,sahara
50000040,540,sahara
50000008,540,sahara
50000003,540,sahara
61037414,539,sahara
61031217,539,sahara
61037412,539,sahara
71316,234,stora_barriarrevet
71304,234,stora_barriarrevet
61035700,234,stora_barriarrevet
71303,234,stora_barriarrevet
61036316,116,amazonas
61036315,116,amazonas
61034765,541,sahara
61034730,541,sahara
61036202,541,sahara
61036201,541,sahara
61033324,425,himalaya
61033215,425,himalaya
61033334,425,himalaya
61033918,403,himalaya
61034237,403,himalaya
61033903,403,himalaya
61034229,403,himalaya
61034263,404,himalaya
61034293,404,himalaya
69900012,235,stora_barriarrevet
61032703,235,stora_barriarrevet
61033257,423,himalaya
61035342,423,himalaya
61035358,423,himalaya
61033310,423,himalaya
61035365,123,amazonas
61033740,123,amazonas
6105723,123,amazonas
61034760,123,amazonas
61034249,123,amazonas
61036400,512,sahara
61036421,512,sahara
61036321,512,sahara
62034276,117,amazonas
61034795,117,amazonas
61034221,117,amazonas
61034313,551,sahara
61034230,551,sahara
50000052,325,ostersjon
50000059,325,ostersjon
50000037,325,ostersjon
50000014,325,ostersjon
50000043,424,himalaya
50000026,424,himalaya
50000016,424,himalaya
61034268,203,stora_barriarrevet
61034278,203,stora_barriarrevet
50000067,327,ostersjon
50000028,327,ostersjon
74228,549,sahara
50000077,549,sahara
74109,549,sahara
21020,547,sahara
21009,547,sahara
23121,547,sahara
61031108,418,himalaya
62032635,418,himalaya
61035399,306,ostersjon
61035335,306,ostersjon
61032715,208,stora_barriarrevet
61032208,208,stora_barriarrevet
5011,205,stora_barriarrevet
16081,205,stora_barriarrevet
32057,337,ostersjon
16092,337,ostersjon
4016,338,ostersjon
16065,338,ostersjon
1146,504,sahara
16098,504,sahara
2023,209,stora_barriarrevet
15876,209,stora_barriarrevet
3016,520,sahara
15887,520,sahara
5025,533,sahara
15891,533,sahara
15889,530,sahara
32005,530,sahara
15884,517,sahara
80760088,517,sahara
15870,324,ostersjon
32002,324,ostersjon
81360199,518,sahara
15897,518,sahara
13121,132,amazonas
15936,132,amazonas
2015,429,himalaya
15881,429,himalaya
4002,344,ostersjon
15976,344,ostersjon
5002,110,amazonas
15882,110,amazonas
1415,323,ostersjon
15971,323,ostersjon
15877,113,amazonas
5006,113,amazonas
15868,332,ostersjon
80963131,332,ostersjon
1163,529,sahara
15969,529,sahara
16019,516,sahara
22228,516,sahara
80760103,216,stora_barriarrevet
16086,216,stora_barriarrevet
1451,511,sahara
15918,511,sahara
22230,131,amazonas
4014,247,stora_barriarrevet
82460385,214,stora_barriarrevet
22227,109,amazonas
1124,548,sahara
62034233,510,sahara
80863058,402,himalaya
22226,408,himalaya
22345,401,himalaya
9915002,314,ostersjon
16119,314,ostersjon
22103,244,stora_barriarrevet
4021,241,stora_barriarrevet
1441,416,himalaya
2019,552,sahara
43002,552,sahara
2007,436,himalaya
1427,501,sahara
80860119,538,sahara
5005,538,sahara
80860381,218,stora_barriarrevet
22105,218,stora_barriarrevet
81360461,139,amazonas
21001,139,amazonas
16068,139,amazonas
21003,139,amazonas
80760082,346,ostersjon
32014,346,ostersjon
61031936,223,stora_barriarrevet
61035766,223,stora_barriarrevet
61036309,223,stora_barriarrevet
61032055,508,sahara
62035773,508,sahara
61035348,508,sahara
50000021,407,himalaya
50000027,407,himalaya
35324,444,himalaya
61033723,444,himalaya
1256,243,stora_barriarrevet
1357,311,ostersjon
4010,521,sahara
22225,502,sahara
4015,527,sahara
1326,527,sahara
81465244,328,ostersjon
90050401,328,ostersjon
13337,221,stora_barriarrevet
61032209,221,stora_barriarrevet
23436,544,sahara
15004,544,sahara
21006,534,sahara
62035367,534,sahara
32048,101,amazonas
12019,101,amazonas
61036318,104,amazonas
34007,104,amazonas
34017,319,ostersjon
61035790,319,ostersjon
81761298,412,himalaya
2042,412,himalaya
22461,426,himalaya
61033725,426,himalaya
80760093,555,sahara
61035311,555,sahara
22460,318,ostersjon
61032601,318,ostersjon
61034811,320,ostersjon
22451,320,ostersjon
23114,236,stora_barriarrevet
61036301,236,stora_barriarrevet
50000069,315,ostersjon
61035357,315,ostersjon
11006,315,ostersjon
61035902,427,himalaya
5003,427,himalaya
61036222,313,ostersjon
61035794,313,ostersjon
22113,307,ostersjon
61034422,307,ostersjon
61035731,307,ostersjon
61034818,519,sahara
61033792,519,sahara
61035447,519,sahara
80860122,233,stora_barriarrevet
61035383,233,stora_barriarrevet
70221,322,ostersjon
35214,322,ostersjon
23348,308,ostersjon
13334,308,ostersjon
61035722,308,ostersjon
61032644,213,stora_barriarrevet
61034211,213,stora_barriarrevet
61034252,321,ostersjon
6315,321,ostersjon
2038,409,himalaya
61035734,409,himalaya
